Date,Category,Value1,Value2,Value3,Port,Traffic
2023-04-02,CategoryD,10.82,33.16,29.8,22,10245.66
2023-04-02,CategoryD,47.35,162.03,8.88,3306,25446.87
2023-04-02,CategoryD,27.6,89.29,9.73,21,48188.65
2023-04-03,CategoryA,54.72,159.94,24.65,80,8062.96
2023-04-03,CategoryA,42.18,122.77,20.83,443,27747.3
2023-04-03,CategoryA,31.21,141.91,28.43,8080,12694.79
2023-04-03,CategoryA,38.99,127.87,40.23,22,37300.78
2023-04-03,CategoryA,73.03,176.27,17.17,3306,11686.89
2023-04-03,CategoryA,71.06,157.98,46.95,21,23988.17
2023-04-03,CategoryB,67.97,70.24,14.15,80,42351.29
2023-04-03,CategoryB,26.06,40.33,5.63,443,18655.06
2023-04-03,CategoryB,89.44,196.56,41.59,8080,5110.29
2023-04-03,CategoryB,32.21,133.63,20.63,22,23244.37
2023-04-03,CategoryB,85.91,161.42,18.34,3306,49365.33
2023-04-03,CategoryB,44.18,62.78,45.4,21,41982.64
2023-04-03,CategoryC,37.61,93.93,18.83,80,9263.98
2023-04-03,CategoryC,65.06,139.81,34.19,443,12381.69
2023-04-03,CategoryC,71.74,100.63,41.06,8080,1306.95
2023-04-03,CategoryC,82.26,187.66,26.35,22,45099.14
2023-04-03,CategoryC,55.93,151.82,31.95,3306,46459.19
2023-04-03,CategoryC,36.61,153.22,22.77,21,49825.71
2023-04-03,CategoryD,67.08,102.69,37.0,80,1342.76
2023-04-03,CategoryD,84.91,60.79,49.08,443,11144.99
2023-04-03,CategoryD,41.39,199.65,24.15,8080,12815.08
2023-04-03,CategoryD,12.69,134.72,35.71,22,49206.74
2023-04-03,CategoryD,16.93,113.52,49.93,3306,48657.58
2023-04-03,CategoryD,80.62,41.28,24.01,21,6725.93
2023-04-04,CategoryA,34.19,163.72,30.71,80,10844.19
2023-04-04,CategoryA,77.22,23.29,40.87,443,33195.82
2023-04-04,CategoryA,36.84,138.58,22.98,8080,22401.05
2023-04-04,CategoryA,82.39,154.87,23.9,22,6462.76
2023-04-04,CategoryA,99.4,115.31,40.92,3306,46245.9
2023-04-04,CategoryA,20.49,134.87,44.01,21,15284.21
2023-04-04,CategoryB,16.64,27.87,24.74,80,36332.37
2023-04-04,CategoryB,67.48,29.06,22.21,443,11502.64
2023-04-04,CategoryB,31.53,104.54,19.49,8080,8610.28
2023-04-04,CategoryB,23.22,48.34,8.92,22,48307.99
2023-04-04,CategoryB,90.33,166.79,9.11,3306,26802.04
2023-04-04,CategoryB,73.33,178.42,12.92,21,22250.29
2023-04-04,CategoryC,67.05,160.29,21.06,80,41407.12
2023-04-04,CategoryC,62.19,147.02,28.13,443,4695.36
2023-04-04,CategoryC,87.58,68.27,5.36,8080,26543.85
2023-04-04,CategoryC,89.86,36.68,49.4,22,16531.05
2023-04-04,CategoryC,52.33,50.67,45.48,3306,21874.97
2023-04-04,CategoryC,44.61,175.42,17.31,21,3752.29
2023-04-04,CategoryD,82.77,99.0,14.32,80,4507.54
2023-04-04,CategoryD,70.69,97.18,39.71,443,23374.17
2023-04-04,CategoryD,33.8,158.23,49.25,8080,19528.0
2023-04-04,CategoryD,88.74,120.87,10.61,22,43604.44
2023-04-04,CategoryD,72.51,80.19,30.56,3306,22318.42
2023-04-04,CategoryD,81.95,75.05,35.42,21,22904.67
2023-04-05,CategoryA,40.58,93.16,43.52,80,26696.09
2023-04-05,CategoryA,41.14,83.44,29.31,443,39784.65
2023-04-05,CategoryA,65.31,119.39,35.68,8080,24997.25
2023-04-05,CategoryA,12.83,184.32,8.58,22,32752.78
2023-04-05,CategoryA,75.1,162.54,8.25,3306,8866.35
2023-04-05,CategoryA,68.94,59.53,9.13,21,24939.18
2023-04-05,CategoryB,67.13,52.0,16.04,80,21792.43
2023-04-05,CategoryB,81.29,184.83,14.81,443,17532.59
2023-04-05,CategoryB,70.96,136.64,36.98,8080,23397.98
2023-04-05,CategoryB,19.7,149.75,16.78,22,6852.39
2023-04-05,CategoryB,57.55,26.89,26.45,3306,32981.95
2023-04-05,CategoryB,17.94,100.01,42.47,21,2746.1
2023-04-05,CategoryC,68.42,135.85,31.11,80,23134.95
2023-04-05,CategoryC,25.42,86.36,29.89,443,32730.67
2023-04-05,CategoryC,82.76,89.95,30.02,8080,33083.15
2023-04-05,CategoryC,93.14,20.89,46.13,22,5034.31
2023-04-05,CategoryC,98.85,123.16,45.62,3306,10150.67
2023-04-05,CategoryC,56.32,163.49,15.03,21,7555.17
2023-04-05,CategoryD,80.92,75.01,11.38,80,41904.79
2023-04-05,CategoryD,24.83,23.0,31.55,443,38780.72
2023-04-05,CategoryD,57.18,95.32,35.7,8080,17266.04
2023-04-05,CategoryD,36.04,58.04,29.44,22,12748.64
2023-04-05,CategoryD,23.24,129.79,42.91,3306,2773.92
2023-04-05,CategoryD,71.4,70.02,33.21,21,49972.5
2023-04-06,CategoryA,35.1,196.9,38.51,80,27340.71
2023-04-06,CategoryA,12.22,32.34,24.76,443,10106.49
2023-04-06,CategoryA,43.11,144.39,9.79,8080,36759.64
2023-04-06,CategoryA,21.68,185.46,39.32,22,26434.92
2023-04-06,CategoryA,66.01,49.74,30.33,3306,3458.03
2023-04-06,CategoryA,31.06,123.48,24.14,21,37360.31
2023-04-06,CategoryB,84.82,76.7,8.09,80,1240.3
2023-04-06,CategoryB,61.94,21.1,29.37,443,5552.84
2023-04-06,CategoryB,97.97,118.13,16.53,8080,3540.02
2023-04-06,CategoryB,32.91,63.37,49.54,22,18736.63
2023-04-06,CategoryB,17.89,29.18,32.69,3306,39997.99
2023-04-06,CategoryB,93.25,107.67,18.84,21,42245.89
2023-04-06,CategoryC,51.35,108.84,11.41,80,39968.59
2023-04-06,CategoryC,33.61,100.42,13.48,443,35036.12
2023-04-06,CategoryC,79.62,50.46,31.2,8080,7902.68
2023-04-06,CategoryC,71.45,132.97,48.94,22,43011.63
2023-04-06,CategoryC,24.52,34.3,24.28,3306,5951.26
2023-04-06,CategoryC,83.19,66.87,17.62,21,48564.25
2023-04-06,CategoryD,40.65,148.54,12.89,80,25637.06
2023-04-06,CategoryD,87.51,88.33,25.13,443,25650.3
2023-04-06,CategoryD,96.98,80.99,45.79,8080,1751.3
2023-04-06,CategoryD,14.09,162.28,8.27,22,36025.29
2023-04-06,CategoryD,59.96,33.57,36.4,3306,8479.61
2023-04-06,CategoryD,14.72,123.9,10.0,21,5726.47
2023-04-07,CategoryA,69.1,102.18,42.94,80,25226.84
2023-04-07,CategoryA,23.41,158.45,10.29,443,25336.19
2023-04-07,CategoryA,59.76,89.7,38.2,8080,16409.04
2023-04-07,CategoryA,13.06,189.79,24.54,22,17580.27
2023-04-07,CategoryA,39.93,111.09,31.79,3306,42823.45
2023-04-07,CategoryA,38.71,167.36,5.21,21,39839.71
2023-04-07,CategoryB,93.66,101.04,32.05,80,25849.36
2023-04-07,CategoryB,20.27,51.03,38.03,443,28520.27
2023-04-07,CategoryB,88.78,46.26,33.7,8080,31026.9
2023-04-07,CategoryB,54.09,125.08,17.99,22,40609.81
2023-04-07,CategoryB,49.21,160.03,33.52,3306,32080.5
2023-04-07,CategoryB,61.07,74.44,41.94,21,26570.6
2023-04-07,CategoryC,85.2,79.24,12.98,80,48442.04
2023-04-07,CategoryC,50.54,108.89,31.82,443,29392.12
2023-04-07,CategoryC,80.09,62.06,40.28,8080,12067.45
2023-04-07,CategoryC,41.41,62.93,16.82,22,14855.87
2023-04-07,CategoryC,95.87,30.67,43.28,3306,22465.96
2023-04-07,CategoryC,98.97,79.34,5.49,21,42621.51
2023-04-07,CategoryD,62.22,164.73,9.5,80,8438.95
2023-04-07,CategoryD,44.2,49.53,17.91,443,45409.92
2023-04-07,CategoryD,53.38,55.44,31.67,8080,18530.5
2023-04-07,CategoryD,35.55,84.07,9.11,22,28221.64
2023-04-07,CategoryD,45.74,25.24,11.55,3306,44917.81
2023-04-07,CategoryD,43.87,42.0,17.9,21,38341.24
2023-04-08,CategoryA,75.63,55.54,41.71,80,6241.9
2023-04-08,CategoryA,87.52,79.92,33.34,443,46244.72
2023-04-08,CategoryA,81.33,171.48,7.31,8080,38864.63
2023-04-08,CategoryA,56.88,45.99,37.03,22,13378.47
2023-04-08,CategoryA,68.24,137.75,10.45,3306,15707.17
2023-04-08,CategoryA,93.88,117.27,47.16,21,10199.89
2023-04-08,CategoryB,37.08,64.02,17.68,80,1646.06
2023-04-08,CategoryB,38.42,171.19,17.97,443,24159.45
2023-04-08,CategoryB,39.03,28.62,19.16,8080,30262.08
2023-04-08,CategoryB,36.99,124.83,15.55,22,9182.39
2023-04-08,CategoryB,66.56,20.95,28.0,3306,13433.8
2023-04-08,CategoryB,72.06,56.01,41.48,21,29021.3
2023-04-08,CategoryC,42.42,155.02,24.38,80,29497.02
2023-04-08,CategoryC,32.86,165.62,36.77,443,13921.7
2023-04-08,CategoryC,73.42,106.43,19.26,8080,9492.65
2023-04-08,CategoryC,74.54,38.72,12.06,22,16117.48
2023-04-08,CategoryC,49.38,175.44,42.55,3306,11940.68
2023-04-08,CategoryC,87.79,163.5,23.14,21,28118.23
2023-04-08,CategoryD,66.3,63.37,11.07,80,34124.76
2023-04-08,CategoryD,11.02,54.78,26.41,443,27888.11
2023-04-08,CategoryD,18.24,20.28,37.95,8080,26561.95
2023-04-08,CategoryD,94.16,177.83,27.01,22,42905.21
2023-04-08,CategoryD,74.05,66.33,10.12,3306,37053.32
2023-04-08,CategoryD,21.76,21.19,20.69,21,14131.27
2023-04-09,CategoryA,55.65,144.76,15.43,80,28713.59
2023-04-09,CategoryA,68.8,26.9,12.9,443,42138.78
2023-04-09,CategoryA,81.62,40.39,23.82,8080,17650.17
2023-04-09,CategoryA,64.81,83.06,16.55,22,8490.56
2023-04-09,CategoryA,55.5,190.03,31.37,3306,41804.05
2023-04-09,CategoryA,35.5,195.91,23.61,21,27292.2
2023-04-09,CategoryB,78.2,179.74,35.59,80,29342.4
2023-04-09,CategoryB,63.05,147.01,12.47,443,18868.82
2023-04-09,CategoryB,85.92,153.98,41.27,8080,5002.38
2023-04-09,CategoryB,91.85,160.2,42.5,22,24377.61
2023-04-09,CategoryB,28.69,33.37,40.46,3306,22655.05
2023-04-09,CategoryB,40.26,28.25,42.44,21,40512.29
2023-04-09,CategoryC,22.6,49.44,11.86,80,23448.47
2023-04-09,CategoryC,61.69,71.71,33.11,443,16742.66
2023-04-09,CategoryC,51.05,39.5,11.32,8080,43794.05
2023-04-09,CategoryC,70.24,73.9,21.69,22,47266.13
2023-04-09,CategoryC,46.92,157.1,39.02,3306,14614.46
2023-04-09,CategoryC,27.83,152.1,24.02,21,18956.64
2023-04-09,CategoryD,15.7,137.12,17.96,80,32228.59
2023-04-09,CategoryD,13.46,113.85,6.88,443,23008.17
2023-04-09,CategoryD,52.23,185.39,49.83,8080,29231.83
2023-04-09,CategoryD,42.22,189.01,35.25,22,7639.8
2023-04-09,CategoryD,77.75,117.5,34.36,3306,2707.93
2023-04-09,CategoryD,46.1,78.33,5.57,21,17447.48
2023-04-10,CategoryA,85.74,160.46,44.0,80,34891.33
2023-04-10,CategoryA,62.66,47.42,8.59,443,4400.49
2023-04-10,CategoryA,76.9,136.23,46.0,8080,11176.79
2023-04-10,CategoryA,47.14,69.36,48.65,22,45077.98
2023-04-10,CategoryA,40.05,30.71,47.07,3306,28703.85
2023-04-10,CategoryA,84.2,97.49,48.86,21,1532.86
2023-04-10,CategoryB,51.81,47.59,17.38,80,15330.19
2023-04-10,CategoryB,14.87,55.47,39.52,443,2750.41
2023-04-10,CategoryB,94.31,22.53,47.28,8080,35012.33
2023-04-10,CategoryB,68.31,36.83,33.87,22,11047.58
2023-04-10,CategoryB,17.38,46.74,30.17,3306,23960.67
2023-04-10,CategoryB,74.69,198.73,21.09,21,6581.51
2023-04-10,CategoryC,55.69,189.18,35.04,80,23894.23
2023-04-10,CategoryC,74.36,126.82,47.06,443,21354.99
2023-04-10,CategoryC,77.21,70.41,34.54,8080,44012.73
2023-04-10,CategoryC,76.59,136.15,49.03,22,14447.15
2023-04-10,CategoryC,86.07,163.04,27.82,3306,2662.77
2023-04-10,CategoryC,48.17,186.33,19.15,21,40294.42
2023-04-10,CategoryD,13.14,159.95,43.98,80,21286.68
2023-04-10,CategoryD,10.21,66.44,44.52,443,42140.8
2023-04-10,CategoryD,60.43,92.84,45.11,8080,47888.79
2023-04-10,CategoryD,96.33,51.92,26.89,22,13984.64
2023-04-10,CategoryD,51.0,155.69,36.84,3306,26066.72
2023-04-10,CategoryD,23.24,149.28,13.95,21,25451.22
2023-04-11,CategoryA,59.61,107.46,45.04,80,23022.23
2023-04-11,CategoryA,63.97,55.59,39.12,443,16923.16
2023-04-11,CategoryA,44.37,139.66,22.42,8080,47057.06
2023-04-11,CategoryA,88.38,46.36,36.02,22,24696.78
2023-04-11,CategoryA,81.35,110.69,21.2,3306,23439.16
2023-04-11,CategoryA,73.42,67.07,40.45,21,9877.21
2023-04-11,CategoryB,19.96,74.18,15.48,80,18168.36
2023-04-11,CategoryB,38.46,63.77,29.04,443,20979.57
2023-04-11,CategoryB,63.53,184.88,7.32,8080,27585.91
2023-04-11,CategoryB,34.46,144.58,24.18,22,42645.79
2023-04-11,CategoryB,83.89,75.0,45.98,3306,19649.93
2023-04-11,CategoryB,86.41,158.7,14.8,21,10030.92
2023-04-11,CategoryC,37.06,195.18,43.76,80,22120.48
2023-04-11,CategoryC,84.7,177.37,27.05,443,26671.36
2023-04-11,CategoryC,93.41,23.42,33.38,8080,26990.96
2023-04-11,CategoryC,10.67,118.3,9.07,22,6003.47
2023-04-11,CategoryC,37.93,123.5,16.84,3306,18933.47
2023-04-11,CategoryC,91.73,72.34,27.58,21,26493.11
2023-04-11,CategoryD,72.92,196.11,45.93,80,14740.56
2023-04-11,CategoryD,44.3,148.11,26.68,443,49758.27
2023-04-11,CategoryD,86.07,110.98,42.41,8080,12157.84
2023-04-11,CategoryD,46.12,105.07,10.87,22,24254.9
2023-04-11,CategoryD,23.65,174.06,37.73,3306,7097.69
2023-04-11,CategoryD,21.28,167.16,41.47,21,40947.04
2023-04-12,CategoryA,79.4,121.54,10.05,80,49684.16
2023-04-12,CategoryA,68.31,171.36,8.35,443,22529.09
2023-04-12,CategoryA,12.78,114.32,24.28,8080,6234.38
2023-04-12,CategoryA,73.88,142.46,10.34,22,25512.81
2023-04-12,CategoryA,54.3,50.34,48.24,3306,46735.71
2023-04-12,CategoryA,18.27,62.7,29.23,21,46773.58
2023-04-12,CategoryB,91.88,108.36,41.41,80,23875.26
2023-04-12,CategoryB,71.9,35.06,21.6,443,31661.91
2023-04-12,CategoryB,19.97,21.19,25.26,8080,14455.28
2023-04-12,CategoryB,89.7,108.67,8.79,22,45114.34
2023-04-12,CategoryB,90.22,23.65,38.89,3306,28710.61
2023-04-12,CategoryB,49.57,69.91,29.39,21,35474.68
2023-04-12,CategoryC,31.13,170.72,10.45,80,10395.7
2023-04-12,CategoryC,37.99,155.85,16.5,443,24162.35
2023-04-12,CategoryC,17.02,52.02,26.34,8080,43208.72
2023-04-12,CategoryC,62.0,88.93,21.16,22,30592.07
2023-04-12,CategoryC,10.02,29.19,5.12,3306,44517.28
2023-04-12,CategoryC,89.93,151.31,15.67,21,31553.85
2023-04-12,CategoryD,75.25,160.57,11.67,80,28937.39
2023-04-12,CategoryD,21.44,105.34,27.11,443,40517.71
2023-04-12,CategoryD,66.97,91.51,39.97,8080,29750.69
2023-04-12,CategoryD,62.04,185.66,10.52,22,5229.03
2023-04-12,CategoryD,40.07,75.47,48.25,3306,12568.83
2023-04-12,CategoryD,15.27,93.38,49.86,21,37576.28
2023-04-13,CategoryA,84.11,190.67,32.24,80,38885.95
2023-04-13,CategoryA,62.52,146.75,38.5,443,14429.92
2023-04-13,CategoryA,28.76,75.13,48.56,8080,3669.16
2023-04-13,CategoryA,20.2,103.62,19.03,22,18865.54
2023-04-13,CategoryA,84.67,195.2,19.3,3306,38477.92
2023-04-13,CategoryA,60.02,137.73,44.42,21,25541.97
2023-04-13,CategoryB,58.33,115.02,15.84,80,47497.49
2023-04-13,CategoryB,40.29,25.34,33.78,443,23338.8
2023-04-13,CategoryB,40.98,20.98,33.26,8080,8554.84
2023-04-13,CategoryB,86.52,75.42,42.59,22,43898.76
2023-04-13,CategoryB,57.95,173.87,20.67,3306,40704.89
2023-04-13,CategoryB,18.7,67.98,10.17,21,25526.84
2023-04-13,CategoryC,10.86,140.26,44.78,80,24744.7
2023-04-13,CategoryC,22.12,62.75,17.78,443,32560.08
2023-04-13,CategoryC,12.07,46.85,20.91,8080,9889.68
2023-04-13,CategoryC,23.36,106.82,5.86,22,22461.14
2023-04-13,CategoryC,67.75,50.09,33.14,3306,39624.62
2023-04-13,CategoryC,91.83,186.02,36.02,21,1437.16
2023-04-13,CategoryD,32.39,40.9,17.76,80,37531.81
2023-04-13,CategoryD,47.93,104.69,47.76,443,39289.48
2023-04-13,CategoryD,30.98,102.05,37.68,8080,38245.44
2023-04-13,CategoryD,48.24,123.48,14.69,22,42452.84
2023-04-13,CategoryD,28.3,120.23,30.71,3306,32388.94
2023-04-13,CategoryD,88.99,148.84,39.53,21,27837.82
2023-04-14,CategoryA,30.62,75.23,32.22,80,13943.45
2023-04-14,CategoryA,47.38,124.49,46.22,443,46734.29
2023-04-14,CategoryA,50.21,83.99,37.91,8080,27205.1
2023-04-14,CategoryA,17.81,85.02,19.35,22,27550.17
2023-04-14,CategoryA,89.14,52.33,18.1,3306,24781.44
2023-04-14,CategoryA,12.74,156.26,10.7,21,1115.06
2023-04-14,CategoryB,58.41,166.24,37.79,80,12359.71
2023-04-14,CategoryB,37.22,161.39,26.81,443,2015.61
2023-04-14,CategoryB,92.22,98.38,20.48,8080,25746.09
2023-04-14,CategoryB,60.76,199.54,40.57,22,49134.33
2023-04-14,CategoryB,18.78,191.75,18.68,3306,15475.79
2023-04-14,CategoryB,74.34,77.56,5.89,21,48630.09
2023-04-14,CategoryC,73.91,196.2,20.35,80,35872.25
2023-04-14,CategoryC,59.8,41.39,38.42,443,34763.24
2023-04-14,CategoryC,70.55,147.37,32.67,8080,3417.75
2023-04-14,CategoryC,36.97,75.59,44.86,22,30323.3
2023-04-14,CategoryC,80.46,83.14,7.07,3306,25432.53
2023-04-14,CategoryC,37.21,196.85,6.94,21,33900.98
2023-04-14,CategoryD,33.67,121.16,49.85,80,23869.16
2023-04-14,CategoryD,17.72,147.4,39.58,443,8716.68
2023-04-14,CategoryD,47.5,181.53,30.59,8080,3223.92
2023-04-14,CategoryD,14.37,110.96,49.16,22,27990.0
2023-04-14,CategoryD,51.95,25.13,46.88,3306,49398.3
2023-04-14,CategoryD,71.64,26.09,10.69,21,42690.68
2023-04-15,CategoryA,93.4,167.26,18.12,80,42111.01
2023-04-15,CategoryA,53.46,136.23,7.92,443,29595.93
2023-04-15,CategoryA,71.29,170.3,25.5,8080,22911.71
2023-04-15,CategoryA,98.49,187.66,19.59,22,13581.89
2023-04-15,CategoryA,26.33,22.09,11.12,3306,17485.34
2023-04-15,CategoryA,42.35,61.92,16.27,21,9190.34
2023-04-15,CategoryB,43.5,100.27,22.63,80,12952.43
2023-04-15,CategoryB,80.4,151.69,48.7,443,15655.41
2023-04-15,CategoryB,94.52,23.53,24.49,8080,47772.32
2023-04-15,CategoryB,94.96,21.19,32.17,22,48060.09
2023-04-15,CategoryB,30.2,36.56,9.35,3306,44814.28
2023-04-15,CategoryB,83.16,81.38,9.74,21,20039.89
2023-04-15,CategoryC,91.55,105.71,23.91,80,10207.49
2023-04-15,CategoryC,13.22,194.06,45.93,443,1163.64
2023-04-15,CategoryC,40.85,93.75,15.09,8080,34494.43
2023-04-15,CategoryC,23.78,27.06,47.8,22,16258.78
2023-04-15,CategoryC,61.42,51.65,19.78,3306,38846.57
2023-04-15,CategoryC,34.65,134.42,35.92,21,27424.09
2023-04-15,CategoryD,95.68,45.77,47.58,80,13769.44
2023-04-15,CategoryD,76.89,162.31,47.43,443,41331.64
2023-04-15,CategoryD,41.63,185.36,39.53,8080,30727.25
2023-04-15,CategoryD,32.21,165.61,39.04,22,6690.71
2023-04-15,CategoryD,81.83,78.9,16.46,3306,13545.55
2023-04-15,CategoryD,35.32,30.82,25.02,21,8103.36
2023-04-16,CategoryA,72.04,140.44,42.13,80,4161.21
2023-04-16,CategoryA,47.07,69.71,28.49,443,15318.28
2023-04-16,CategoryA,47.74,51.53,17.62,8080,27524.55
2023-04-16,CategoryA,42.15,92.01,16.1,22,43178.04
2023-04-16,CategoryA,32.98,160.94,24.71,3306,32845.31
2023-04-16,CategoryA,90.78,143.19,29.09,21,19338.53
2023-04-16,CategoryB,10.87,187.42,11.55,80,20073.84
2023-04-16,CategoryB,19.5,165.9,41.14,443,44480.23
2023-04-16,CategoryB,97.63,71.79,30.56,8080,16125.3
2023-04-16,CategoryB,68.29,27.83,25.53,22,13520.14
2023-04-16,CategoryB,88.54,168.59,23.17,3306,14687.96
2023-04-16,CategoryB,88.15,101.51,34.89,21,4372.96
2023-04-16,CategoryC,89.78,108.29,20.49,80,43637.04
2023-04-16,CategoryC,87.83,37.87,33.1,443,36699.32
2023-04-16,CategoryC,99.14,180.61,20.57,8080,45399.13
2023-04-16,CategoryC,76.61,116.58,44.65,22,18620.32
2023-04-16,CategoryC,91.9,191.86,29.54,3306,32283.52
2023-04-16,CategoryC,15.38,109.8,43.29,21,49283.03
2023-04-16,CategoryD,96.25,74.45,41.3,80,8986.72
2023-04-16,CategoryD,58.65,183.72,13.85,443,29087.08
2023-04-16,CategoryD,81.33,139.11,5.3,8080,10688.46
2023-04-16,CategoryD,72.5,181.37,48.75,22,42374.09
2023-04-16,CategoryD,35.61,198.79,7.03,3306,43760.92
2023-04-16,CategoryD,12.09,79.29,27.11,21,16505.47
2023-04-17,CategoryA,17.12,154.15,11.0,80,4956.32
2023-04-17,CategoryA,54.44,82.1,24.48,443,27266.53
2023-04-17,CategoryA,28.75,43.24,15.45,8080,49014.87
2023-04-17,CategoryA,77.89,169.72,7.91,22,18803.18
2023-04-17,CategoryA,59.7,37.08,21.14,3306,31960.06
2023-04-17,CategoryA,34.61,47.05,31.5,21,35305.49
2023-04-17,CategoryB,79.11,152.36,40.32,80,12060.58
2023-04-17,CategoryB,43.09,163.4,13.36,443,23373.43
2023-04-17,CategoryB,45.96,176.94,41.3,8080,42032.03
2023-04-17,CategoryB,21.02,172.69,43.03,22,15338.26
2023-04-17,CategoryB,37.23,86.0,5.12,3306,35378.02
2023-04-17,CategoryB,73.27,38.11,8.37,21,1729.04
2023-04-17,CategoryC,74.59,121.64,6.26,80,16066.39
2023-04-17,CategoryC,20.75,58.72,25.81,443,18985.06
2023-04-17,CategoryC,10.43,88.6,39.81,8080,12918.74
2023-04-17,CategoryC,12.26,130.14,24.81,22,38470.49
2023-04-17,CategoryC,18.25,114.4,20.47,3306,16351.14
2023-04-17,CategoryC,37.41,76.99,25.0,21,11414.91
2023-04-17,CategoryD,18.17,169.85,42.24,80,26768.34
2023-04-17,CategoryD,80.29,183.32,13.76,443,47548.85
2023-04-17,CategoryD,57.24,189.28,49.72,8080,24884.11
2023-04-17,CategoryD,80.35,137.47,47.71,22,18422.27
2023-04-17,CategoryD,95.36,54.44,8.5,3306,35444.95
2023-04-17,CategoryD,57.66,157.4,43.17,21,7068.82
2023-04-18,CategoryA,69.79,189.94,38.29,80,30227.67
2023-04-18,CategoryA,59.63,72.34,5.56,443,4231.3
2023-04-18,CategoryA,35.77,198.58,36.05,8080,2232.28
2023-04-18,CategoryA,47.86,56.36,43.81,22,25196.53
2023-04-18,CategoryA,67.56,85.2,45.38,3306,10967.24
2023-04-18,CategoryA,30.36,133.32,38.03,21,4950.85
2023-04-18,CategoryB,24.01,160.74,39.42,80,28195.81
2023-04-18,CategoryB,54.53,143.57,24.34,443,49580.12
2023-04-18,CategoryB,47.18,148.24,8.94,8080,29889.2
2023-04-18,CategoryB,28.07,157.96,31.39,22,34884.66
2023-04-18,CategoryB,32.12,127.23,37.18,3306,37958.13
2023-04-18,CategoryB,42.37,41.33,23.0,21,21018.28
2023-04-18,CategoryC,56.5,54.89,46.4,80,32987.26
2023-04-18,CategoryC,24.71,137.59,19.98,443,35889.41
2023-04-18,CategoryC,81.93,166.52,17.86,8080,21476.3
2023-04-18,CategoryC,57.19,192.4,29.25,22,35674.18
2023-04-18,CategoryC,12.53,71.99,37.54,3306,46040.28
2023-04-18,CategoryC,71.6,29.04,20.32,21,43573.66
2023-04-18,CategoryD,23.38,57.37,20.02,80,8750.43
2023-04-18,CategoryD,60.66,108.23,12.26,443,9613.74
2023-04-18,CategoryD,70.42,22.93,17.05,8080,30247.7
2023-04-18,CategoryD,33.68,69.62,30.22,22,19178.9
2023-04-18,CategoryD,52.33,63.06,17.5,3306,21693.68
2023-04-18,CategoryD,40.33,172.8,47.18,21,13989.2
2023-04-19,CategoryA,94.0,76.77,29.89,80,13849.62
2023-04-19,CategoryA,90.03,91.28,7.63,443,33645.44
2023-04-19,CategoryA,38.6,58.38,9.04,8080,32916.16
2023-04-19,CategoryA,39.65,192.64,19.91,22,5231.15
2023-04-19,CategoryA,37.59,140.19,32.18,3306,29335.2
2023-04-19,CategoryA,82.45,47.69,44.92,21,41837.42
2023-04-19,CategoryB,16.65,35.99,40.93,80,2190.19
2023-04-19,CategoryB,68.19,138.46,17.3,443,33728.67
2023-04-19,CategoryB,53.58,119.26,20.88,8080,13603.39
2023-04-19,CategoryB,27.64,160.0,44.58,22,29341.61
2023-04-19,CategoryB,52.01,34.41,39.45,3306,34543.97
2023-04-19,CategoryB,74.54,138.66,20.42,21,47412.72
2023-04-19,CategoryC,38.16,111.55,23.36,80,7277.44
2023-04-19,CategoryC,83.36,43.02,19.81,443,39060.51
2023-04-19,CategoryC,23.3,106.61,6.77,8080,33714.37
2023-04-19,CategoryC,77.97,107.54,32.12,22,10365.9
2023-04-19,CategoryC,44.48,84.65,37.85,3306,4237.86
2023-04-19,CategoryC,61.45,20.81,17.29,21,3694.28
2023-04-19,CategoryD,28.45,194.09,11.32,80,33043.52
2023-04-19,CategoryD,72.37,58.14,21.56,443,6608.5
2023-04-19,CategoryD,88.36,80.73,32.76,8080,10922.08
2023-04-19,CategoryD,30.64,188.28,47.76,22,23592.23
2023-04-19,CategoryD,68.66,27.96,8.5,3306,37488.12
2023-04-19,CategoryD,30.47,69.4,6.12,21,23916.26
2023-04-20,CategoryA,86.37,125.5,39.98,80,21207.91
2023-04-20,CategoryA,11.74,147.42,15.54,443,1342.28
2023-04-20,CategoryA,76.93,48.05,5.61,8080,6451.24
2023-04-20,CategoryA,36.09,22.53,5.1,22,40609.29
2023-04-20,CategoryA,54.33,44.99,22.6,3306,19427.87
2023-04-20,CategoryA,92.49,90.69,43.7,21,25007.52
2023-04-20,CategoryB,34.15,163.83,13.17,80,10682.36
2023-04-20,CategoryB,79.08,95.37,5.37,443,26323.59
2023-04-20,CategoryB,20.86,120.96,33.46,8080,16148.78
2023-04-20,CategoryB,32.43,154.09,27.84,22,41673.89
2023-04-20,CategoryB,28.5,77.73,22.0,3306,33216.49
2023-04-20,CategoryB,74.62,129.98,21.31,21,3058.69
2023-04-20,CategoryC,65.52,196.57,36.74,80,1120.97
2023-04-20,CategoryC,75.2,81.3,8.22,443,18075.84
2023-04-20,CategoryC,69.1,78.65,23.34,8080,34672.14
2023-04-20,CategoryC,90.1,105.59,47.88,22,40990.81
2023-04-20,CategoryC,91.7,41.72,14.68,3306,41408.27
2023-04-20,CategoryC,76.74,129.89,35.72,21,41681.02
2023-04-20,CategoryD,56.09,139.41,23.79,80,34313.15
2023-04-20,CategoryD,42.33,131.77,17.88,443,47792.82
2023-04-20,CategoryD,50.5,183.06,25.18,8080,21927.0
